,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_OC,ari_Sulfur,ari_NOx,ari_VOC,ari_NH3,ari_CH4,ari_N2O,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_solar_trend,fscale_Light absorbing particles on snow and ice,fscale_Contrails,fscale_CO2,cc_co2_concentration_1750,seed
788399,11.89944936,2.648990701,29.3854699,82.6108778,1.50222387,3.242234016,1.220381366,0.884202827,1.191445659,0.443599715,8.205118676,29.67968921,0.008027196,3.451189653,-0.001746228,0.028187652,-0.001671854,-0.002069174,-3.93E-05,-1.56E-05,-0.000531626,-1.81E-06,-4.93E-05,-7.88E-06,0.009596168,0.63602263,1.17E-11,-0.566105164,0.000213663,0.001141202,-0.000120629,0.000109788,1.14E-05,0.001450664,0.958600934,0.792100898,0.912570707,1.483410339,1.501225855,1.05425446,0.928181649,0,1.531957802,0,1.029490006,278.8849991,315926964
789057,5.397014522,3.140879232,14.02033599,51.04657286,0.854427044,6.839625313,1.156135735,1.386706888,1.006399622,0.433829576,7.808440704,37.88956874,-0.001817163,1.654031135,0.003798131,0.01993189,-0.005492767,-0.004950988,-7.45E-05,-7.33E-06,-0.000459918,-1.68E-06,-4.27E-05,-8.00E-06,0.011786916,6.420811078,1.94E-16,-0.703763702,0.000292518,0.00093609,-0.00012113,8.21E-05,0.000114552,0.000474276,0.903003424,1.0833574,1.05940152,1.373145921,1.231026174,0.959220243,1.318613217,0,0.364039999,0,1.001358055,277.762956,316189506
791673,5.71127153,2.220616892,15.24397334,62.21677814,0.912798667,3.915500079,1.2634888,1.456219461,0.478052827,0.189681312,6.173796181,31.96911407,0.004793055,0.406813138,0.003622073,0.024399801,-0.002386002,-0.002257973,-6.44E-05,1.47E-05,-0.000515529,-2.78E-06,-1.46E-05,-6.77E-06,0.021517309,2.74E-37,0.060313573,-0.986476505,0.000219903,0.001093112,3.93E-05,0.000160221,-0.000222992,0.000602494,1.00392997,0.944268442,1.253195774,1.59632403,0.614539187,1.065932359,1.255708705,0,1.383655234,0,0.883706031,278.6136111,317233290
794589,5.964796837,4.916824849,8.270160181,81.78264357,1.321655685,1.962276356,0.534295747,1.344434042,0.637313062,0.504653051,8.149193293,34.03049387,-0.00115365,3.62996093,0.003301684,0.037686108,-0.004086029,-0.00348638,-2.33E-05,1.21E-05,-0.000576201,-9.76E-07,-4.08E-05,-6.39E-06,0.000767492,0.068201969,8.77E-27,-2.386791136,0.000309862,0.000244985,5.50E-05,-1.04E-05,0.00044495,0.000397171,1.121588125,1.021241866,1.026714092,1.075915947,1.103880844,1.208081031,0.630352086,0,1.102699967,0,1.025337816,281.8308095,318396774
794957,13.69601393,2.46238113,11.72602212,113.4375823,1.401243367,3.84366935,0.605394308,0.97936848,1.336835228,0.521440615,9.313541365,30.57304959,0.004622144,2.587279534,0.00131073,0.027504145,-0.004241772,-0.002776804,-6.74E-05,-1.10E-05,-0.000600846,-1.64E-06,-2.11E-05,-7.53E-06,0.029535045,4.12E-34,3.60E-12,-0.61682461,0.000252444,0.001430065,-3.65E-05,-1.59E-05,2.33E-05,0.001051768,1.142870917,1.028449914,0.920006601,2.004885127,1.04442702,0.936425455,1.045161749,0,1.068330389,0,1.109578133,281.655139,318543606
796822,10.52215725,3.81446773,14.20065058,15.61211168,0.818553346,2.340336635,1.306029191,1.514523953,1.374730033,0.335083951,6.912781441,37.48303512,-0.001542407,3.114385139,0.002902514,0.021275895,-0.001989295,-0.002906094,-6.14E-05,-2.71E-06,-0.000542612,-2.75E-06,-3.18E-05,-6.19E-06,0.005989367,0.476045309,3.49E-11,-1.542226077,0.000212479,0.001652561,-6.51E-05,0.000305946,-1.50E-05,0.000426087,0.900678732,1.237192538,1.014209901,0.573101887,1.095074326,0.916755742,1.310971627,0,2.725179821,0,0.935285191,276.6847447,319287741
797321,26.13389419,2.470964685,19.09562652,102.0454692,1.482533297,4.986573122,0.921948124,1.11867793,2.381563022,0.532102522,7.796801335,36.92229335,-0.001281234,-1.385824943,0.006722603,0.015079248,-0.002065902,-0.004009846,-9.04E-05,1.73E-05,-0.00054048,-2.22E-06,-2.36E-05,-7.42E-06,0.009343751,1119.050018,5.14E-18,-0.619219502,0.000239774,0.001211736,1.91E-06,-5.10E-06,-0.00012702,0.001655701,1.09244813,1.106637652,0.888160693,2.079687868,1.061543634,0.888648466,0.6128522,0,1.427170488,0,1.000583991,278.3914593,319486842
799349,6.013345333,4.185084223,19.13801107,59.40677832,1.07003573,2.028547015,1.312300459,1.294815906,1.104972672,0.575250416,8.195588815,31.42688021,0.005946708,1.202855071,0.002194557,0.016107425,-0.00311235,-0.003433768,-5.86E-05,-3.54E-05,-0.000560265,-1.84E-06,-1.48E-05,-7.45E-06,0.022336164,2.79E-33,0.535028934,-0.960527517,0.000273956,0.001042703,-7.43E-05,0.000179217,-9.03E-05,0.000857807,1.00816628,1.038651995,1.048840049,1.897921141,1.344968403,1.127659338,0.555700225,0,0.100134237,0,1.028819555,278.3544227,320296014
802401,7.057156024,2.433315973,6.61882359,112.3799332,1.140490998,2.89642163,0.867528395,1.255173307,0.929437111,0.43766466,6.173055034,34.64126644,8.46E-05,3.384574744,0.002595605,0.024670533,-0.003650054,-0.003538584,-7.11E-05,-2.29E-05,-0.000574935,-3.82E-06,-4.28E-05,-6.47E-06,0.011382068,10534.49874,0.018759013,-0.893389501,0.000252344,0.001624867,3.34E-05,0.000152303,-0.000268717,0.001004342,1.290430899,0.965740693,1.035796967,1.109310401,0.832966636,1.115461229,0.782156936,0,1.647005978,0,0.883657096,279.6140361,321513762
802540,5.181117788,5.778621238,33.98029322,36.7039434,1.898761052,2.103051774,1.75080867,1.747578328,1.305437994,0.518184712,6.892056492,32.71911123,0.004624865,4.179688316,0.00077387,0.019727356,-0.00353003,-0.003009496,-3.23E-05,-2.81E-05,-0.000546948,-8.86E-07,-3.83E-05,-7.61E-06,0.020214839,2.60E-28,0.061968846,-0.429797579,0.000254621,0.001172112,-8.17E-05,0.000112239,3.98E-05,0.000784861,1.133104781,0.908946109,0.876524376,1.481944687,1.031406392,1.050595662,1.213626757,0,1.233240248,0,0.933768184,274.2920596,321569223
804168,3.615406728,2.091361341,15.5208695,42.21294353,1.327857891,4.979923334,1.067307314,1.271588805,0.338165807,0.433549558,7.78220657,35.992867,0.000781374,1.567425847,0.002661273,0.033811188,-0.003461835,-0.003311118,-5.18E-05,-2.60E-05,-0.000554905,-1.11E-06,-4.06E-05,-6.99E-06,0.000731111,1.73E-05,1.35E-26,-12.24274158,0.000247115,0.001388212,-9.60E-05,0.000213343,6.63E-05,0.002113602,1.005893736,0.947296687,1.144806328,0.606737079,1.102908168,0.983797228,0.692342273,0,0.321113749,0,0.999634491,277.6709584,322218795
807586,13.34553643,5.486335498,19.6962562,60.3594309,1.190194123,2.030503817,1.425598785,1.348211394,1.485812089,0.560571393,8.15407689,37.86261901,5.71E-05,0.24723143,0.003938143,0.01227225,-0.001460305,-0.003780194,-8.30E-05,-3.32E-05,-0.000545216,-2.23E-06,-2.42E-05,-7.20E-06,0.031725494,45.12750966,1.80E-17,-0.627840178,0.000254512,0.000987696,-2.77E-06,7.70E-05,0.00025084,0.000409718,1.006368737,1.07253404,1.101052928,0.43917211,0.823495686,1.098297226,0.759184168,0,2.036477748,0,1.025746499,275.5460768,323582577
808520,13.71886789,4.650552409,14.77256729,68.21294218,1.632275122,4.277917166,1.500602079,1.411841757,1.475964252,0.726389873,9.888125749,35.58252253,0.002072463,-0.487505028,0.004255517,0.028587948,-0.003072274,-0.002294428,-8.82E-05,7.00E-07,-0.000597227,-2.86E-06,-3.43E-05,-8.67E-06,0.009320287,2.20E-31,0.038835446,-1.03304537,0.000259076,0.001143135,-6.61E-05,2.75E-05,-0.000174574,0.001311278,1.092817758,1.009292795,0.863181171,1.101428522,0.699335443,0.953416088,0.516872159,0,0.927313949,0,1.152541312,276.7405975,323955243
811013,7.020226175,3.902402063,29.02082833,105.1441254,1.398442487,1.098070403,1.000996974,0.579900181,0.914446608,0.318693989,8.2439909,33.32339728,0.002315535,4.442931178,-0.00047947,0.029370245,-0.006224513,-0.003416162,-6.10E-05,-2.88E-05,-0.000509132,-3.63E-06,-1.75E-05,-5.90E-06,5.69E-07,1.89E-93,8.02E-06,-6837.97371,0.00028364,0.000876194,-6.10E-05,0.000193954,0.00018417,0.00171471,0.977286996,0.989388753,1.083686393,1.771743774,0.623066871,1.093054832,0.882704674,0,1.699781766,0,1.032089783,280.2518569,324949950
812805,2.054594449,3.619417349,25.4338291,100.7392145,1.33413446,2.25190385,0.971428907,1.088308182,0.359229189,0.350157492,7.789557075,33.12942867,0.003953319,3.478838086,-0.000465569,-0.002152808,-0.001482405,-0.002951332,-4.63E-05,1.23E-07,-0.000530947,-2.57E-06,-4.36E-05,-6.36E-06,0.024840296,4.04E-31,0.05444399,-0.787837688,0.000246648,0.001400813,6.60E-06,0.000213696,-1.12E-07,0.000923359,1.093132673,1.050838156,0.901098359,0.604215081,0.999726436,0.84823055,0.809850536,0,1.700924284,0,0.999985707,278.0851422,325664958
815249,4.235605158,3.997647269,10.53848077,88.38888207,1.150991683,3.414700838,1.133416274,1.335795002,0.799656289,0.493794963,8.366126748,38.2992315,-0.003124656,2.450607361,0.00338766,0.042998938,-0.005140082,-0.003669829,-5.66E-05,-2.55E-05,-0.000535608,-2.03E-06,-2.36E-05,-6.79E-06,4.31E-07,7.78E-86,5.93E-06,-6048.349716,0.000311437,0.001118572,-0.000137657,9.72E-05,-0.000142785,0.001169819,0.853794509,0.88049916,1.175255373,0.382298932,1.543192278,1.075188974,1.492150938,0,2.210578291,0,1.041615022,277.8622427,326640114
815658,13.68922957,3.026385535,19.88258773,122.5884581,1.329353073,2.99368302,1.253579292,1.120418439,1.133340052,0.504721,8.140833513,34.23129551,0.001718725,0.437333069,0.004196725,0.016122705,-0.000904202,-0.003843502,-4.30E-05,6.41E-06,-0.000565227,-2.49E-06,-4.49E-05,-6.10E-06,8.70E-07,0.000885569,7.86E-09,-165.0356256,0.000273012,0.001033973,-0.000138028,9.21E-05,-0.000188956,0.001252137,1.003187781,1.043641263,1.104541743,1.543950853,0.446963195,0.851641076,0.684013748,0,1.740888209,0,1.024763127,280.0985369,326803305
816260,1.195142343,4.110799603,18.35769061,66.80703936,1.140259913,2.183880768,0.972295692,1.060097621,0.592819612,0.679524377,8.229715176,34.72359171,0.001371605,1.379007825,0.003547336,0.012756671,-0.0058444,-0.002548549,-7.54E-05,-2.38E-05,-0.000656814,-1.42E-06,-2.51E-05,-6.61E-06,0.006262731,12735.91283,7.09E-18,-0.785927198,0.000217762,0.000535647,-0.000189238,0.00011011,0.000414306,0.001476896,1.176937947,1.027703398,1.021825867,1.121037725,1.045551596,1.063317132,1.182721884,0,1.15179255,0,1.031091029,279.1729294,327043503
818772,3.785855966,4.958067658,20.42004055,114.4420673,1.250011936,1.533667231,0.905363387,0.689840565,0.426608527,0.445400441,7.707473599,31.05628332,0.004688113,1.963009046,0.002194252,0.022734694,-0.002567418,-0.003046328,-8.31E-05,-8.44E-06,-0.00047558,-2.96E-06,-2.61E-05,-8.58E-06,0.027458393,0.500160035,7.68E-17,-0.737190328,0.000199663,0.001235935,6.05E-05,0.00011476,0.000416237,0.001684282,0.755069809,0.905440806,0.975055985,0.454053687,1.60311416,0.89950895,0.604267388,0,0.500433207,0,0.994038452,279.9217311,328045791
818902,2.547566992,5.154700893,12.88313772,70.43148803,1.320159135,1.722831055,0.698501468,1.43061332,0.514868777,0.392750911,8.46249401,37.95243462,0.001222329,1.100744083,0.001559223,0.01833414,-0.00517009,-0.001610388,-7.40E-05,-7.83E-06,-0.000512275,-1.76E-06,-4.42E-05,-7.65E-06,0.01057897,5.29E-06,1.53E-17,-1.578079919,0.000247524,0.001297132,-0.000110852,0.000223745,9.83E-07,0.001427142,1.157941616,0.869240224,0.947932264,0.974967385,0.556720518,0.83534747,1.101700459,0,0.62026031,0,1.048874439,274.7596735,328097661
819161,12.53452992,2.806644518,28.99712357,88.08175167,1.546541764,2.776015598,1.005812588,0.755365614,1.16704149,0.417381285,7.316759506,34.18699083,0.001855715,2.295607216,0.001852925,0.026176197,-0.004854972,-0.000348905,-6.57E-05,-2.93E-05,-0.000496328,-2.47E-06,-3.58E-05,-7.38E-06,0.029574546,8.63E-37,9.76E-13,-0.880444093,0.000256479,0.001457056,-2.54E-05,7.05E-05,3.68E-06,0.001026145,1.004526989,0.991677529,1.047752621,1.429211777,0.956532811,0.890708563,1.346445929,0,1.588061417,0,0.96476497,280.0628857,328201002
819236,5.703834826,3.675888635,19.89800302,125.2075948,0.836805912,2.233450473,1.151296664,1.162867091,0.466080772,0.544067664,6.95123041,34.14776877,0.00578276,-0.704746528,0.001297638,0.024746149,-0.006422683,-0.002975237,-8.70E-05,-1.91E-06,-0.000561167,-2.28E-06,-5.75E-05,-5.58E-06,0.006266156,3.827915064,6.75E-18,-1.046681057,0.000284215,0.001114393,-8.94E-05,0.00012396,0.000207359,0.001765773,0.959353336,1.017205162,0.985238393,0.341095909,0.484418259,1.015613943,1.312655712,0,1.405450404,0,0.937993412,277.5573672,328230927
821330,10.64656579,2.724726775,11.20606191,106.1723468,1.110420324,3.782044535,0.976335207,0.761345034,1.421786654,0.436896182,7.012790691,38.38201947,-0.002731088,2.676318691,0.003891398,0.018058325,-0.001532845,-0.003771453,-5.26E-05,1.62E-07,-0.000532694,-2.25E-06,-5.05E-05,-7.87E-06,0.15948169,1.42E-40,0.370226655,-0.661017948,0.000206076,0.001685014,-5.19E-05,6.96E-05,-7.30E-05,0.00093054,1.238698969,1.012973403,0.967748468,0.287453956,1.393226496,0.947120851,1.731808793,0,1.399985076,0,0.94221579,275.91787,329066433
821807,2.86875336,5.11034263,27.02252346,68.62446712,0.957309882,2.361415244,1.557547843,1.780829435,0.484531423,0.367317073,7.39183063,32.18297738,0.005144917,4.939005902,-0.001306639,0.005125544,-0.003217715,-0.001548079,-3.98E-05,-8.51E-07,-0.000595538,-1.46E-06,-3.35E-05,-7.55E-06,3.39E-07,8.82E-86,5.27E-09,-18521.04292,0.000238839,0.001303106,-8.17E-05,0.000190605,-0.000208846,0.000639898,0.826757364,1.073668964,1.06705944,0.488881893,1.306662292,1.109352934,1.517021076,0,1.493294461,0,0.970525384,275.9126664,329256756
824260,14.39781661,3.061088601,16.43838625,25.98772226,0.541637392,4.070501236,0.894737367,1.526673302,1.149978978,0.297907742,7.292587286,37.09899064,-0.001411,-0.817963092,0.005992862,0.017187448,-0.001952655,-0.00503434,-5.52E-05,-1.52E-05,-0.00052258,-3.38E-06,-3.96E-05,-5.81E-06,0.038770535,2.81E-43,19.33965347,-2.334709189,0.00027859,0.001169245,-0.000117739,9.94E-05,0.000105482,0.001746718,1.15383219,1.086860085,1.036824391,0.285320262,0.756299093,0.956401246,0.833310556,0,1.7866131,0,0.962746911,277.5241503,330235503
827411,4.962667139,5.527688004,8.78485707,161.9740066,1.57418382,3.26415143,1.015383643,1.52345881,0.833082183,0.659958415,9.72258811,30.891309,0.005523898,2.802188125,-0.000160495,0.024220562,-0.001349799,-0.002054798,-6.81E-05,-1.48E-05,-0.000514013,-2.87E-06,-3.12E-05,-7.53E-06,0.001549168,1.29E-16,0.015951007,-2.444589574,0.000258216,0.001639785,-0.000200857,6.78E-05,9.51E-05,0.000932473,1.172788688,1.049125475,0.982169895,0.826983294,0.365310165,0.74716763,1.617217302,0,1.928089308,0,1.139525679,280.5476399,331492752
827506,11.11700907,5.073711607,17.50675748,133.2102907,1.160613274,2.387274102,0.988111597,1.034354756,1.045344116,0.52601133,7.773792953,28.95302369,0.009514254,2.73330055,-0.001521876,0.020128582,-0.005426223,-0.003635023,-5.42E-05,-2.21E-05,-0.000560561,-2.35E-06,-2.61E-05,-6.46E-06,0.010391371,3.391369968,2.59E-12,-0.577554736,0.000249945,0.001212168,-9.14E-05,8.30E-05,-0.000321427,0.000899318,0.885183264,0.932425046,0.991489385,0.502081297,1.042433573,0.826752656,1.139751538,0,1.067493993,0,0.999096904,278.7239186,331530657
832120,10.58358406,3.077798504,16.81687457,129.0658021,0.849749539,2.940302372,0.555404747,0.944625307,0.622015979,0.423738562,7.79224707,33.56760778,0.004162547,1.106382208,0.002221561,0.037965819,-0.00528236,-0.002476068,-7.04E-05,7.31E-06,-0.000536333,-6.33E-07,-3.87E-05,-6.62E-06,0.05437138,9.56E-41,3.263539455,-1.788347552,0.000194201,0.001173045,-9.56E-05,4.90E-05,-0.000132828,0.000723354,1.178048507,0.882337771,1.074232249,1.145416827,1.496423653,1.044968856,0.789053302,0,0.293315429,0,1.000272826,277.038673,333371643
836996,10.29543211,3.672996533,15.86551244,97.9152006,1.363352178,3.065073325,0.944277312,1.135071392,1.562050581,0.619780029,7.860388589,30.93107732,0.005376171,3.691838065,-0.000306379,0.01160095,-0.005126667,-0.002973325,-6.80E-05,1.27E-06,-0.000544624,-7.97E-07,-5.41E-05,-7.76E-06,0.013235318,7.92E-35,0.025946132,-1.266003346,0.000298752,0.001440264,-0.000151813,0.000215589,-5.86E-05,0.001695434,1.015543581,0.952696301,0.88741125,1.067126058,0.529072791,0.941992934,0.95478681,0,0.655314122,0,1.00522603,280.4771638,335317167
839172,12.46162507,2.981371761,11.221271,51.82471285,1.368196412,4.075767765,1.445141197,1.610314299,1.631935005,0.380268601,7.637233713,30.05582013,0.004658591,1.66607672,0.00332808,0.029583537,-0.002963646,-0.001405992,-3.97E-05,-1.63E-06,-0.000576625,-3.20E-06,-2.16E-05,-8.50E-06,0.017703771,4.04E-30,0.035670387,-0.750613501,0.000161833,0.001052671,-6.93E-05,9.98E-05,8.16E-05,0.000564713,1.033516672,0.978204583,0.932398478,1.506223461,0.686782718,1.104834283,1.204209326,0,0.893168061,0,0.988561618,281.5596856,336185391
839400,0.503725162,3.489954412,16.94475838,49.30304911,1.130465517,4.399813505,1.393887793,1.456147463,0.339951207,0.533834268,6.541879851,38.50234782,-0.002082262,-0.671550349,0.005231299,0.01218862,-0.001579575,-0.005210411,-5.55E-05,-2.75E-05,-0.000556922,-1.97E-06,-1.17E-05,-7.56E-06,0.003881043,1.40E-12,0.001758079,-1.739082628,0.00026929,0.001448875,-0.000181281,0.000173435,0.000141239,0.001108676,0.949546043,1.067368968,0.968893626,1.062733056,0.60949772,0.97926007,0.928965489,0,0.594296347,0,0.908666232,278.1223469,336276363
839665,1.932084543,5.470305297,9.585092142,78.50201346,1.091709358,2.188333186,0.96128806,1.267906793,0.496248175,0.420003628,6.654801917,28.37751514,0.009475185,4.254753466,-0.002422383,0.022585348,-0.002746782,-0.004055001,-4.77E-05,-1.61E-05,-0.000517595,-1.76E-06,-5.23E-05,-8.39E-06,0.010679177,0.053030762,2.107632326,-1.207647936,0.000251225,0.001417993,-6.34E-05,0.000128209,-6.85E-05,0.0012566,1.114076707,1.106156117,0.980422224,1.064184716,1.107901988,0.920957747,1.054946498,0,1.137591323,0,0.917063151,277.9572351,336382098
840937,7.22118876,5.284319037,11.58457511,59.41641424,1.679955665,3.255059385,1.251936339,1.658599286,0.93640519,0.40096467,8.130359727,37.89405701,-0.001017679,1.908822338,0.003052561,0.034747241,-0.001190382,-0.001967356,-4.43E-05,-2.23E-05,-0.000537557,-1.45E-06,-2.80E-05,-6.94E-06,0.016352928,1.16E-33,0.07222613,-0.859814222,0.000282752,0.001707811,-6.44E-05,4.63E-05,1.36E-06,0.002002338,0.876726484,1.110570529,1.072437776,0.711281751,0.811117359,0.859402598,1.224235337,0,0.570648819,0,1.024153765,276.2989999,336889626
843185,7.504261137,4.04800111,20.15425067,305.3151991,1.985882591,2.048955926,1.042367508,0.577604435,0.903074331,0.560387925,7.913721989,31.94075409,0.004433355,-0.107435598,0.004661802,0.014152702,-0.005717989,-0.001989355,-6.61E-05,-3.77E-05,-0.00050701,-1.83E-06,-2.15E-05,-8.40E-06,0.003422419,1.23E-16,0.007802613,-2.321976115,0.000279612,0.00169088,-7.12E-05,2.80E-05,2.95E-05,0.00184384,0.831701649,0.99036142,1.0881194,1.65041555,0.88669377,1.031348053,0.710169028,0,1.999965272,0,1.009174832,278.3171092,337786578
846605,3.061631366,4.441528953,10.62458624,128.1129497,1.465921916,3.291362495,1.020981658,1.292510805,0.491984903,0.225125392,6.970403432,35.92373603,-0.001044965,5.607778389,0.001038573,0.026195792,-0.006261522,-0.003027603,-4.85E-05,-2.84E-05,-0.000535587,-2.79E-06,-2.93E-05,-6.61E-06,1.61E-06,0.000166052,3.92E-07,-341.0442741,0.000197054,0.001456358,-0.000132657,8.15E-05,-0.000145631,0.001255665,0.96758529,0.786950213,0.744715284,1.492983724,0.799922728,0.688973002,1.094799713,0,0.297348905,0,0.939263703,278.5864015,339151158
847006,16.79176825,3.70932034,13.22017009,75.09496844,1.305950792,4.305055086,0.857749417,1.44887218,1.61102118,0.484341132,9.350628136,36.82016634,0.00221899,-1.872692692,0.004315198,0.023802727,-0.004430888,-0.00472847,-5.38E-05,9.13E-06,-0.000556684,-4.69E-06,-2.63E-05,-5.88E-06,0.006921246,20.48939296,5.56E-11,-0.775721712,0.000256992,0.000900329,-7.06E-05,0.000100814,-0.000110786,0.000489746,1.180382074,1.002583834,0.948934979,2.771244331,1.049905505,0.993947098,1.067902564,0,2.065241346,0,1.111910908,276.5121283,339311157
851181,4.002219192,4.155460958,35.37837554,85.3320816,1.605887904,1.931677733,1.407519544,1.234017379,0.748990855,0.329199422,7.924098467,34.63387294,0.000508443,0.925707035,0.005129449,0.030004041,-0.001867757,-0.002588264,-5.24E-05,-3.28E-05,-0.00052981,-6.43E-07,-3.03E-05,-8.09E-06,0.003342004,2.28E-05,9.01E-18,-1.843788805,0.000248527,0.00111223,-0.000202873,0.000103962,0.000240114,0.000854333,1.068267365,0.976441746,0.88221496,1.411873998,0.958621476,1.171064683,0.646508733,0,2.063435108,0,1.009808816,279.4850647,340976982
851575,8.125413246,2.743617312,20.75780917,120.4924509,1.432917064,3.033851347,1.051102303,0.946582611,1.081579024,0.513110926,7.894625122,32.86585093,0.002918297,-0.193282189,0.004962278,0.021403226,-0.001972686,-0.002462305,-5.79E-05,-2.35E-05,-0.00053954,-1.64E-06,-4.90E-05,-7.17E-06,0.002667757,3.28E-05,0.951676228,-1.987438449,0.000203844,0.001103391,2.22E-05,0.000219615,0.000309506,0.002069892,1.114688119,0.923946838,1.009768093,1.680045052,0.77473363,0.730158397,0.89159216,0,0.075538297,0,1.007895987,279.8961194,341134188
852094,16.37200487,3.807204821,16.03849534,112.9427515,1.197960324,4.356229279,1.129739529,1.448800429,1.61180443,0.50258515,7.964628413,37.13680809,0.000781735,-0.377894853,0.004052359,-0.000701707,-0.002332828,-0.003652611,-7.60E-05,-1.58E-05,-0.000491424,-2.18E-06,-4.09E-05,-7.65E-06,0.021061922,2.88E-36,1.76E-12,-0.78561308,0.000299846,0.001235901,-9.90E-05,0.000170114,2.24E-05,0.001293641,1.028043031,1.056452039,1.136364163,0.636409039,0.689890782,1.034595022,1.101072195,0,0.568850367,0,1.012935459,277.0759427,341341269
855064,7.441808199,3.857225172,12.28159406,110.3106301,1.277249328,1.564672956,0.526896765,0.684712015,0.824823553,0.509089399,8.216396188,31.81945307,0.00344145,3.264052322,0.001651688,0.018528949,-0.001038446,-0.005334446,-5.94E-05,-2.36E-05,-0.00057633,-1.89E-06,-3.12E-05,-8.17E-06,0.002737258,3.30E-23,0.028511799,-2.07869805,0.00026855,0.001500644,8.43E-06,8.53E-05,0.000146839,0.001583588,1.110860168,0.851814753,1.045483801,0.932136083,1.183147141,1.188053983,0.60314821,0,1.020831322,0,1.030376041,278.8593193,342526299
855634,11.77252597,3.911187533,26.94447227,38.83079719,0.984031252,1.969711659,0.991633048,0.736226594,1.145159114,0.556882965,7.320428306,32.46820364,0.004607357,2.753742851,-0.000605102,0.02540302,-0.001856457,-0.004957654,-9.12E-05,6.10E-06,-0.000547924,-1.96E-06,-2.90E-05,-7.24E-06,2.19E-07,0.001565249,6.13E-07,-99.55107982,0.000210539,0.001323075,-1.00E-05,1.65E-05,-5.55E-07,0.001606828,1.070448152,0.950007219,0.912485576,0.830576694,0.821952663,0.772801042,1.370525504,0,0.998054048,0,0.964949941,279.7130006,342753729
859906,10.78892676,4.73437813,12.94534753,103.5305677,1.163016434,0.602917488,0.828531118,1.274313067,1.141646033,0.370253196,5.352409819,32.55029031,0.004633205,0.161558125,0.00328227,0.022509742,-0.005472933,-0.002988834,-3.47E-05,-7.43E-06,-0.000528855,-2.47E-06,-4.94E-05,-5.96E-06,0.074667843,5.00E-40,0.573388416,-1.240263257,0.000252151,0.001766704,-1.57E-05,0.000254168,0.000288794,0.001054285,0.777899362,0.97524782,0.985484457,1.378119162,0.637598212,1.040436582,0.508545952,0,1.11921432,0,0.822331571,279.6622681,344458257
861597,0.783907576,5.187583043,17.53809955,101.5775496,1.153558811,3.452765372,1.146080948,1.406146584,0.222124124,0.584448942,8.976993458,37.29209845,1.36E-05,1.06384384,0.003179438,0.015425881,-0.002933342,-0.002410817,-6.24E-05,1.21E-05,-0.000517206,-1.95E-06,-4.93E-05,-7.27E-06,8.26E-07,7.07E-08,1.28E-05,-3463.605833,0.000216759,0.001112387,-0.000109367,9.96E-05,-0.000170736,0.000743513,0.88630799,0.96901576,1.072444087,1.109906043,0.186934571,1.026035675,0.871837994,0,1.379483238,0,1.085447886,277.7315691,345132966
862306,8.278102053,4.378866324,19.1208144,21.00705095,1.057901044,3.604768485,1.22346492,1.323895049,0.907399975,0.427022478,9.201655734,35.59814564,0.000624822,1.641675602,0.00347347,-0.000927991,-0.00266718,-0.004014747,-5.84E-05,-1.06E-05,-0.000605535,-1.56E-06,-2.98E-05,-7.88E-06,1.09E-06,7.88E-08,1.40E-06,-6517.851442,0.000237299,0.001494861,-0.000100649,0.000313329,-0.000295437,0.001492623,1.099162392,0.931280227,1.040498976,2.281599142,1.018954718,1.233557517,0.647333029,0,1.148556355,0,1.100655436,276.4794165,345415857
862863,7.960558,4.736060279,10.94304791,118.5560573,1.004814868,3.977575265,1.111714393,1.666293411,1.401101266,0.843137206,8.715667827,32.69289884,0.004327461,4.961304163,-0.000967456,0.021023563,-0.002536473,-0.001135932,-5.40E-05,-3.37E-05,-0.000493371,-2.68E-06,-4.66E-05,-6.57E-06,0.005210348,5.67E-16,0.0473868,-2.34144707,0.00023155,0.000961307,-0.000192851,7.47E-05,-8.67E-05,0.001363056,1.090141594,1.082985261,1.209765136,1.434967936,0.771030924,1.15995923,0.868371491,0,0.725036787,0,1.066712662,277.5350062,345638100
868139,9.935738264,4.895308601,8.364162008,83.95953933,1.309728034,2.456696588,0.417132711,0.973625759,0.822577107,0.552186078,7.376328553,30.68959964,0.004879178,6.122502363,-0.000978081,0.037323215,-0.002326003,-0.002036224,-6.55E-05,-3.08E-05,-0.000619652,-2.09E-06,-2.12E-05,-7.70E-06,0.01694739,2931.373441,2.91E-18,-1.047041328,0.000259286,0.000915894,-2.33E-05,-7.24E-05,0.000189078,0.000632137,1.108158466,1.029531399,1.134975432,1.212686126,0.681876941,0.894823406,1.38864379,0,1.752517781,0,0.96935276,278.6019479,347743224
